family,n,L,M,seed,variance,ci_low,ci_high,mean,analytic,seconds,max_abs_identity_error
chain,20,1,300,2027,2.0261360436173332e-07,7.616405424004268e-08,3.640542893839538e-07,1.88493434087029e-06,9.5367431640625e-07,224.18062353134155,1.7562349788151615e-14
