Qubit,T1 (us),T2 (us),Readout assignment error,Init error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,XSLOW error,CZ error,Gate length (ns),MEASURE error,MEASURE_2 error,Operational
0,184.05010222917844,64.34948139005932,0.0072021484375,3.6511068402543e-05,0.0126953125,0.001708984375,1940,0.000239042927600743,40,0.000239042927600743,0,0.000239042927600743,0.000239042927600743,0.000239042927600743,1:0.0023114815995627647;10:0.002442998182270284,1:68;10:68,0.0072021484375,0.006103515625,Yes
1,156.8515445546099,125.55455158112103,0.0072021484375,1e-05,0.0126953125,0.001708984375,1940,0.0006650594054373209,40,0.0006650594054373209,0,0.0006650594054373209,0.0006650594054373209,0.0006650594054373209,2:0.001380750120037133;11:0.0035714058003907534;0:0.0023114815995627647,2:68;11:68;0:68,0.0072021484375,0.003662109375,Yes
2,177.5796369395242,90.83263976528949,0.0274658203125,0.0001619509915538679,0.049072265625,0.005859375,1940,0.0003293162828281858,40,0.0003293162828281858,0,0.0003293162828281858,0.0003293162828281858,0.0003293162828281858,1:0.001380750120037133;3:0.002303456962034961;12:0.002185703939359046,1:68;3:68;12:68,0.0274658203125,0.029052734375,Yes
3,111.71417869308974,81.2312073742908,0.0062255859375,2.6069359780086193e-05,0.010498046875,0.001953125,1940,0.00020705882034355405,40,0.00020705882034355405,0,0.00020705882034355405,0.00020705882034355405,0.00020705882034355405,13:0.0023423288235803197;2:0.002303456962034961;4:0.0015920926925183654,13:108;2:68;4:68,0.0062255859375,0.007568359375,Yes
4,231.96868027195845,85.84395897802831,0.01123046875,3.112042494488224e-05,0.0205078125,0.001953125,1940,0.0002710474836694367,40,0.0002710474836694367,0,0.0002710474836694367,0.0002710474836694367,0.0002710474836694367,3:0.0015920926925183654;5:0.0015554402545296941;14:0.0017910549246507035,3:68;5:68;14:68,0.01123046875,0.007080078125,Yes
5,149.59714528391618,119.5843377284743,0.0064697265625,3.073559639336779e-05,0.009765625,0.00146484375,1940,0.00024104487449699347,40,0.00024104487449699347,0,0.00024104487449699347,0.00024104487449699347,0.00024104487449699347,6:0.0012508169531966207;4:0.0015554402545296941;15:0.001741834233584344,6:68;4:68;15:84,0.0064697265625,0.005615234375,Yes
6,162.00098350554882,88.16393345963499,0.01025390625,7.961852741362706e-05,0.018798828125,0.001708984375,1940,0.00023570746180644444,40,0.00023570746180644444,0,0.00023570746180644444,0.00023570746180644444,0.00023570746180644444,5:0.0012508169531966207;7:0.0092808345475619;16:0.0019221317968514673,5:68;7:68;16:68,0.01025390625,0.004638671875,Yes
7,16.755682538663866,21.46689161890115,0.020751953125,1e-05,0.03466796875,0.0068359375,1940,0.0010842743415775808,40,0.0010842743415775808,0,0.0010842743415775808,0.0010842743415775808,0.0010842743415775808,17:1;6:0.0092808345475619;8:0.015455985907310704,17:84;6:68;8:84,0.020751953125,0.015625,Yes
8,106.43776172067676,117.51494352698565,0.0089111328125,0.001818431773115066,0.015869140625,0.001953125,1940,0.00027801463046687064,40,0.00027801463046687064,0,0.00027801463046687064,0.00027801463046687064,0.00027801463046687064,9:0.0014563254288703642;18:0.0027988820937545345;7:0.015455985907310704,9:68;18:84;7:84,0.0089111328125,0.005859375,Yes
9,154.57838795685922,191.3096755771859,0.00341796875,1.0026335021766473e-05,0.00537109375,0.00146484375,1940,0.00026859702492264444,40,0.00026859702492264444,0,0.00026859702492264444,0.00026859702492264444,0.00026859702492264444,8:0.0014563254288703642;19:0.0013166927689194918,8:68;19:68,0.00341796875,0.004638671875,Yes
10,113.82049063480567,118.63403544097177,0.0089111328125,1e-05,0.013916015625,0.00390625,1940,0.00028459017616250145,40,0.00028459017616250145,0,0.00028459017616250145,0.00028459017616250145,0.00028459017616250145,20:0.0040590132348825025;11:0.0028686852087501102;0:0.002442998182270284,20:68;11:68;0:68,0.0089111328125,0.00390625,Yes
11,40.46425908071296,26.239738046078624,0.01806640625,0.00040603675669216067,0.03271484375,0.00341796875,1940,0.0010987081665328486,40,0.0010987081665328486,0,0.0010987081665328486,0.0010987081665328486,0.0010987081665328486,1:0.0035714058003907534;10:0.0028686852087501102;12:0.003283554845208203;21:0.002438927753834391,1:68;10:68;12:68;21:68,0.01806640625,0.01171875,Yes
12,75.2235178942376,58.46986099749636,0.00732421875,7.087799230758413e-05,0.0126953125,0.001953125,1940,0.0005240182524821227,40,0.0005240182524821227,0,0.0005240182524821227,0.0005240182524821227,0.0005240182524821227,13:0.0027405794786102278;22:0.0021500031657696594;2:0.002185703939359046;11:0.003283554845208203,13:68;22:68;2:68;11:68,0.00732421875,0.0068359375,Yes
13,168.3041742560762,97.70607732809768,0.0172119140625,3.297707347555678e-05,0.026123046875,0.00830078125,1940,0.00035585416656315597,40,0.00035585416656315597,0,0.00035585416656315597,0.00035585416656315597,0.00035585416656315597,3:0.0023423288235803197;12:0.0027405794786102278;14:0.002045239089814438;23:0.002204326846034388,3:108;12:68;14:68;23:68,0.0172119140625,0.010009765625,Yes
14,159.14684808299617,94.13287475037944,0.0078125,4.92392717220742e-05,0.014892578125,0.000732421875,1940,0.0003363862632811409,40,0.0003363862632811409,0,0.0003363862632811409,0.0003363862632811409,0.0003363862632811409,15:0.002293460500682437;24:0.004099016163844504;13:0.002045239089814438;4:0.0017910549246507035,15:68;24:68;13:68;4:68,0.0078125,0.006591796875,Yes
15,199.93792916624056,116.54553358774866,0.0140380859375,0.00022907326565807168,0.02685546875,0.001220703125,1940,0.0005849810923382477,40,0.0005849810923382477,0,0.0005849810923382477,0.0005849810923382477,0.0005849810923382477,14:0.002293460500682437;16:0.007310888142121941;25:0.0013719589594102521;5:0.001741834233584344,14:68;16:68;25:68;5:84,0.0140380859375,0.010009765625,Yes
16,149.07377256742674,115.12306444324177,0.008544921875,4.997376385538112e-05,0.010009765625,0.007080078125,1940,0.00020353888268419436,40,0.00020353888268419436,0,0.00020353888268419436,0.00020353888268419436,0.00020353888268419436,15:0.007310888142121941;17:1;26:0.0128388930245468;6:0.0019221317968514673,15:68;17:84;26:68;6:68,0.008544921875,0.00244140625,Yes
17,,,0.50244140625,,0.53662109375,0.46826171875,1940,1.0,40,1.0,0,1.0,1.0,1.0,7:1;16:1;18:1;27:1,7:84;16:84;18:84;27:84,0.50244140625,0.484375,Yes
18,79.420780199644,79.31880578120122,0.0091552734375,4.064297910274703e-05,0.0166015625,0.001708984375,1940,0.000528507449715424,40,0.000528507449715424,0,0.000528507449715424,0.000528507449715424,0.000528507449715424,8:0.0027988820937545345;19:0.0024568874022223575;28:0.0023245793183715446;17:1,8:84;19:68;28:68;17:84,0.0091552734375,0.004638671875,Yes
19,244.96424681323404,129.4788468279042,0.0123291015625,1.1910584831439139e-05,0.019775390625,0.0048828125,1940,0.00018611338100076608,40,0.00018611338100076608,0,0.00018611338100076608,0.00018611338100076608,0.00018611338100076608,18:0.0024568874022223575;9:0.0013166927689194918;29:0.0016985780016071927,18:68;9:68;29:68,0.0123291015625,0.00830078125,Yes
20,157.6093360539185,103.68313620756314,0.0111083984375,0.00011537645340034269,0.017333984375,0.0048828125,1940,0.00036405969828769673,40,0.00036405969828769673,0,0.00036405969828769673,0.00036405969828769673,0.00036405969828769673,10:0.0040590132348825025;21:0.0022281822838093046;30:0.0019250512370942718,10:68;21:68;30:68,0.0111083984375,0.0068359375,Yes
21,195.67502272198183,165.78712949704126,0.004638671875,3.958913212591141e-05,0.0078125,0.00146484375,1940,0.00022024301043802795,40,0.00022024301043802795,0,0.00022024301043802795,0.00022024301043802795,0.00022024301043802795,20:0.0022281822838093046;22:0.001091169994699187;31:0.001157440772395435;11:0.002438927753834391,20:68;22:68;31:68;11:68,0.004638671875,0.00244140625,Yes
22,241.45867009565347,123.09514147059407,0.0086669921875,1.477602136195792e-05,0.009765625,0.00439453125,1940,0.0002703072707443288,40,0.0002703072707443288,0,0.0002703072707443288,0.0002703072707443288,0.0002703072707443288,23:0.0037208589333479203;12:0.0021500031657696594;32:0.0013860414556851886;21:0.001091169994699187,23:68;12:68;32:68;21:68,0.0086669921875,0.00830078125,Yes
23,58.540834613081095,78.44607726592658,0.0107421875,2.0248978011683314e-05,0.019775390625,0.001708984375,1940,0.0006030984681295916,40,0.0006030984681295916,0,0.0006030984681295916,0.0006030984681295916,0.0006030984681295916,22:0.0037208589333479203;13:0.002204326846034388;24:0.0026205776078845333;33:0.0016437383562733776,22:68;13:68;24:68;33:68,0.0107421875,0.007080078125,Yes
24,105.61597602935578,108.81789631370921,0.0853271484375,,0.140625,0.030029296875,1940,0.0017138220466852035,40,0.0017138220466852035,0,0.0017138220466852035,0.0017138220466852035,0.0017138220466852035,14:0.004099016163844504;23:0.0026205776078845333;25:0.0046734249457626165;34:0.0023309953191302246,14:68;23:68;25:68;34:68,0.0853271484375,0.095703125,Yes
25,146.67775858868086,117.1552826028109,0.0047607421875,8.803991499889339e-05,0.00830078125,0.001220703125,1940,0.00026474854481095344,40,0.00026474854481095344,0,0.00026474854481095344,0.00026474854481095344,0.00026474854481095344,15:0.0013719589594102521;24:0.0046734249457626165;26:0.001197736902563501;35:0.0010039759590400599,15:68;24:68;26:68;35:68,0.0047607421875,0.00439453125,Yes
26,173.64454791021282,132.08346344230995,0.0064697265625,4.981580122291979e-05,0.01220703125,0.000732421875,1940,0.00039225190261615633,40,0.00039225190261615633,0,0.00039225190261615633,0.00039225190261615633,0.00039225190261615633,16:0.0128388930245468;25:0.001197736902563501;27:0.0038583604560089024;36:0.0018440217891036448,16:68;25:68;27:68;36:68,0.0064697265625,0.009033203125,Yes
