Qubit,T1 (us),T2 (us),Readout assignment error,Init error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,XSLOW error,CZ error,Gate length (ns),MEASURE error,MEASURE_2 error,Operational
0,188.85318831471022,112.62571077686043,0.007568359375,6.139577831973268e-05,0.0107421875,0.00439453125,1940,0.0002926462259168341,40,0.0002926462259168341,0,0.0002926462259168341,0.0002926462259168341,0.0002926462259168341,1:0.00308152116456592;10:0.00154495084704942,1:68;10:68,0.007568359375,0.00439453125,Yes
1,159.69885703555065,175.54390519715236,0.0052490234375,1e-05,0.005859375,0.004638671875,1940,0.0001932373932340045,40,0.0001932373932340045,0,0.0001932373932340045,0.0001932373932340045,0.0001932373932340045,2:0.0027871874377501105;11:0.0028208311345530035;0:0.00308152116456592,2:68;11:68;0:68,0.0052490234375,0.002197265625,Yes
2,165.81799752903407,119.84229819413855,0.0069580078125,7.288225337981629e-05,0.010498046875,0.00341796875,1940,0.0002848954740184656,40,0.0002848954740184656,0,0.0002848954740184656,0.0002848954740184656,0.0002848954740184656,1:0.0027871874377501105;3:0.003231975348608196;12:0.002304984497937812,1:68;3:68;12:68,0.0069580078125,0.0068359375,Yes
3,149.39142248535015,147.39769527314553,0.004150390625,5.392175504398864e-05,0.008056640625,0.000244140625,1940,0.00018053951261001773,40,0.00018053951261001773,0,0.00018053951261001773,0.00018053951261001773,0.00018053951261001773,13:0.001987358088842206;2:0.003231975348608196;4:0.0010477761609888614,13:108;2:68;4:68,0.004150390625,0.00390625,Yes
4,241.33779054431474,117.44090330403841,0.00634765625,1.342169135536779e-05,0.0087890625,0.00390625,1940,0.0001758903020421687,40,0.0001758903020421687,0,0.0001758903020421687,0.0001758903020421687,0.0001758903020421687,3:0.0010477761609888614;5:0.001009711542963282;14:0.0013049396892004517,3:68;5:68;14:68,0.00634765625,0.004638671875,Yes
5,176.89199643392945,180.43242350945826,0.0023193359375,2.7594058095599346e-05,0.00244140625,0.000244140625,1940,0.00020848042152701193,40,0.00020848042152701193,0,0.00020848042152701193,0.00020848042152701193,0.00020848042152701193,6:0.00137861870765138;4:0.001009711542963282;15:0.0014419993140733223,6:68;4:68;15:84,0.0023193359375,0.0029296875,Yes
6,193.93076822563728,125.68883582890213,0.003662109375,1.2109406701557435e-05,0.004150390625,0.003173828125,1940,0.00017690964899279952,40,0.00017690964899279952,0,0.00017690964899279952,0.00017690964899279952,0.00017690964899279952,5:0.00137861870765138;7:0.008899318518133331;16:0.002495612599313135,5:68;7:68;16:68,0.003662109375,0.003662109375,Yes
7,16.500613899810674,25.527270389140828,0.02587890625,1.7511813340193724e-05,0.043701171875,0.008056640625,1940,0.001237606817495631,40,0.001237606817495631,0,0.001237606817495631,0.001237606817495631,0.001237606817495631,17:1;6:0.008899318518133331;8:0.013135228156601564,17:84;6:68;8:84,0.02587890625,0.013916015625,Yes
8,241.07865226459964,200.64774206441973,0.0078125,0.001818431773115066,0.01220703125,0.00341796875,1940,0.00016064227745797935,40,0.00016064227745797935,0,0.00016064227745797935,0.00016064227745797935,0.00016064227745797935,9:0.0011287612750685294;18:0.0030835687120260857;7:0.013135228156601564,9:68;18:84;7:84,0.0078125,0.00390625,Yes
9,165.35399367649003,198.39771978307488,0.00537109375,1e-05,0.009765625,0.0009765625,1940,0.00021376859129222767,40,0.00021376859129222767,0,0.00021376859129222767,0.00021376859129222767,0.00021376859129222767,8:0.0011287612750685294;19:0.0016367981338670234,8:68;19:68,0.00537109375,0.00146484375,Yes
10,114.2822591696191,136.42513010129406,0.0076904296875,1e-05,0.01025390625,0.005126953125,1940,0.00024555685426742125,40,0.00024555685426742125,0,0.00024555685426742125,0.00024555685426742125,0.00024555685426742125,20:0.004207550826191175;11:0.0023266104187746606;0:0.00154495084704942,20:68;11:68;0:68,0.0076904296875,0.003173828125,Yes
