Qubit,T1 (us),T2 (us),Readout assignment error,Init error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,XSLOW error,CZ error,Gate length (ns),MEASURE error,MEASURE_2 error,Operational
0,180.37965014388598,57.21795360171738,0.00537109375,,0.01025390625,0.00048828125,1940,0.00038493783420362395,40,0.00038493783420362395,0,0.00038493783420362395,0.00038493783420362395,0.00038493783420362395,1:0.0022188059991422038;10:0.0018929885171844463,1:68;10:68,,,Yes
1,167.96380041365416,140.05106929572574,0.007080078125,,0.00732421875,0.0068359375,1940,0.00020728400544224948,40,0.00020728400544224948,0,0.00020728400544224948,0.00020728400544224948,0.00020728400544224948,2:0.0015298028385751783;11:0.0035954528914638184;0:0.0022188059991422038,2:68;11:68;0:68,,,Yes
2,42.17152985803851,23.90088239192399,0.028076171875,,0.05419921875,0.001953125,1940,0.000709266270395613,40,0.000709266270395613,0,0.000709266270395613,0.000709266270395613,0.000709266270395613,1:0.0015298028385751783;3:0.0021388013670088357;12:0.0018310401428724143,1:68;3:68;12:68,,,Yes
3,137.7629409328459,90.82207136303987,0.007568359375,,0.013671875,0.00146484375,1940,0.00021207411926769072,40,0.00021207411926769072,0,0.00021207411926769072,0.00021207411926769072,0.00021207411926769072,13:0.0020923484884336763;2:0.0021388013670088357;4:0.0014690217915226678,13:108;2:68;4:68,,,Yes
4,229.7712224522415,84.42792376763268,0.014892578125,,0.0244140625,0.00537109375,1940,0.0002052804586341912,40,0.0002052804586341912,0,0.0002052804586341912,0.0002052804586341912,0.0002052804586341912,3:0.0014690217915226678;5:0.004102743812703008;14:0.0014828498109843158,3:68;5:68;14:68,,,Yes
5,162.96252089122748,118.20408850926633,0.00537109375,,0.01025390625,0.00048828125,1940,0.00021251433987554857,40,0.00021251433987554857,0,0.00021251433987554857,0.00021251433987554857,0.00021251433987554857,6:0.005142520762504016;4:0.004102743812703008;15:0.004952076818406037,6:68;4:68;15:84,,,Yes
6,187.6331193138896,90.21138764870396,0.00830078125,,0.01513671875,0.00146484375,1940,0.00018985611357253725,40,0.00018985611357253725,0,0.00018985611357253725,0.00018985611357253725,0.00018985611357253725,5:0.005142520762504016;7:0.010214462103021182;16:0.003780820876116031,5:68;7:68;16:68,,,Yes
7,16.43500833619714,21.5607430562573,0.019775390625,,0.03466796875,0.0048828125,1940,0.001162124956556362,40,0.001162124956556362,0,0.001162124956556362,0.001162124956556362,0.001162124956556362,17:1;6:0.010214462103021182;8:0.013035183505771208,17:84;6:68;8:84,,,Yes
8,250.7537615535018,187.98792893949698,0.007568359375,,0.0126953125,0.00244140625,1940,0.00011258497234309006,40,0.00011258497234309006,0,0.00011258497234309006,0.00011258497234309006,0.00011258497234309006,9:0.0011922362102427808;18:0.0030017595170948597;7:0.013035183505771208,9:68;18:84;7:84,,,Yes
9,131.15202841227347,152.155332717116,0.005126953125,,0.01025390625,0.0,1940,0.00016761275583383002,40,0.00016761275583383002,0,0.00016761275583383002,0.00016761275583383002,0.00016761275583383002,8:0.0011922362102427808;19:0.0014101797251381831,8:68;19:68,,,Yes
